split_type,threshold,method,strategy,bin,count,mean_predicted,observed_rate,min_predicted,max_predicted,abs_gap,weight,test_gateway
LOGO,0.1,sigmoid,equal_width,4.0,345,0.4521605404783242,0.1855072463768116,0.400363079056338,0.49996014063187766,0.2666532941015126,0.05055685814771395,00000f0c22433141
LOGO,0.1,sigmoid,equal_width,5.0,777,0.5592693200330442,0.23938223938223938,0.5001321844549775,0.5999919838485043,0.31988708065080484,0.11386283704572099,00000f0c22433141
LOGO,0.1,sigmoid,equal_width,6.0,3304,0.6458567297591119,0.4812348668280872,0.600074694002726,0.6578806838364146,0.1646218629310247,0.48417350527549824,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,0.0,683,0.0025035571783369225,0.014641288433382138,0.0014873612891386347,0.005078314252309453,0.012137731255045216,0.10008792497069167,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,1.0,682,0.02255989573004202,0.0689149560117302,0.005124748649453528,0.060980695965825685,0.046355060281688176,0.09994138335287221,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,2.0,682,0.1583975852149968,0.10850439882697947,0.061242778345134516,0.2801605838833316,0.04989318638801733,0.09994138335287221,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,3.0,683,0.39413742420102016,0.1683748169838946,0.2804254028275297,0.4971026156570064,0.22576260721712557,0.10008792497069167,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,4.0,682,0.5524397597048437,0.2434017595307918,0.4975596199169666,0.5905600017448279,0.3090380001740519,0.09994138335287221,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,5.0,682,0.6143692586730474,0.3152492668621701,0.5906714865566552,0.6316191030676107,0.2991199918108773,0.09994138335287221,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,6.0,683,0.641480602788715,0.3645680819912152,0.6316403450792888,0.6480470737443871,0.2769125207974998,0.10008792497069167,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,7.0,682,0.6517073001780199,0.4413489736070381,0.6480523637772138,0.6545837018771217,0.2103583265709818,0.09994138335287221,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,8.0,682,0.6560668844005367,0.5586510263929618,0.654585238743252,0.6571389026683971,0.09741585800757491,0.09994138335287221,00000f0c22433141
LOGO,0.1,sigmoid,equal_frequency,9.0,683,0.657610707039258,0.6837481698389458,0.6571412512087741,0.6578806838364146,0.02613746279968787,0.10008792497069167,00000f0c22433141
LOGO,0.1,isotonic,equal_width,0.0,1500,0.020927963172756105,0.048666666666666664,0.0,0.08802308802308802,0.027738703493910558,0.2198124267291911,00000f0c22433141
LOGO,0.1,isotonic,equal_width,1.0,447,0.15797503651560377,0.1029082774049217,0.11744386873920552,0.18975903614457834,0.05506675911068207,0.06550410316529895,00000f0c22433141
LOGO,0.1,isotonic,equal_width,2.0,303,0.2602135675992651,0.13861386138613863,0.21818181818181817,0.27099236641221375,0.12159970621312649,0.0444021101992966,00000f0c22433141
LOGO,0.1,isotonic,equal_width,3.0,267,0.360840537715474,0.1760299625468165,0.3387096774193548,0.3888888888888889,0.18481057516865748,0.039126611957796015,00000f0c22433141
LOGO,0.1,isotonic,equal_width,4.0,344,0.4427791359856925,0.19476744186046513,0.43333333333333335,0.48522693132736006,0.2480116941252274,0.05041031652989449,00000f0c22433141
LOGO,0.1,isotonic,equal_width,5.0,153,0.5063291139240507,0.21568627450980393,0.5063291139240507,0.5063291139240507,0.29064283941424673,0.02242086752637749,00000f0c22433141
LOGO,0.1,isotonic,equal_width,6.0,282,0.6612552332877533,0.2553191489361702,0.6416666666666667,0.6896551724137931,0.40593608435158307,0.04132473622508793,00000f0c22433141
LOGO,0.1,isotonic,equal_width,7.0,521,0.7139782604877066,0.30134357005758156,0.7024304302040779,0.7935921381771344,0.4126346904301251,0.07634818288393903,00000f0c22433141
LOGO,0.1,isotonic,equal_width,8.0,527,0.813141345157596,0.3377609108159393,0.8125,0.8950556039673476,0.47538043434165667,0.07722743259085581,00000f0c22433141
LOGO,0.1,isotonic,equal_width,9.0,2480,0.9998971510279111,0.5282258064516129,0.9008921226208277,1.0,0.4716713445762982,0.3634232121922626,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,0.0,838,0.0012455775365882006,0.02386634844868735,0.0,0.0040650406504065045,0.022620770912099148,0.1228018757327081,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,1.0,554,0.03762348012018646,0.0740072202166065,0.007142857142857143,0.0851063829787234,0.036383740096420036,0.08118405627198125,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,2.0,660,0.1610253086228477,0.10606060606060606,0.08627237841953365,0.253125,0.05496470256224163,0.09671746776084408,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,3.0,808,0.372354963896838,0.1782178217821782,0.26176470588235295,0.4429065743944637,0.19413714211465977,0.11840562719812427,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,4.0,953,0.6645853006213123,0.2738719832109129,0.48522693132736006,0.7136150234741784,0.3907133174103994,0.13965416178194606,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,5.0,522,0.8121368570322568,0.3333333333333333,0.7485407561553096,0.8125,0.4788035236989235,0.0764947245017585,00000f0c22433141
LOGO,0.1,isotonic,equal_frequency,6.0,2489,0.99935533284342,0.5283246283648051,0.8128750002807924,1.0,0.47103070447861495,0.36474208675263775,00000f0c22433141
LOGO,0.1,uncalibrated,equal_width,0.0,2171,0.0380727567195083,0.07784431137724551,0.00023628345619992373,0.09989693515989345,0.03977155465773721,0.5317168748469263,00800000a0001793
